"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019898","extrinsic component of membrane","43/1649","337/28804",7.76792758118468e-07,0.000522004733455611,3.42680824394846e-05,"Aldh3a2/Alox8/Ap4b1/Atg13/Atg14/Cdh10/Cdh22/Cdh7/Cdh9/Cdk16/Coq8a/Coq8b/Ctnnd1/Cyth3/Dnaja3/Dusp18/Eno1/Gba2/Gfra1/Gnai3/Gng12/Gng4/Gng7/Hid1/Inpp5j/Jup/Kalrn/Kpna2/Mcf2l/Numb/Opa1/Osbpl2/Pacsin2/Pik3r2/Pik3r3/Racgap1/Rnf10/Sarm1/Syn1/Syn3/Synj2/Usp8/Wdr91",43
"GO:0019867","outer membrane","31/1649","209/28804",1.12558756249034e-06,0.000756394841993512,4.20158596200849e-05,"Abcb6/Acsl1/Acsl6/Armcx1/Armcx3/Cyb5b/Eno1/Eno1b/Exd2/Fam210b/Gk/Hadhb/Hk1/Lrrk2/Marchf5/Mfn2/Mief1/Mtor/Myo19/Nlrx1/Opa1/Psen1/Qtrt2/Rhot1/Rnf185/Rtn4ip1/Sarm1/Slc11a2/Slc25a46/Syne2/Synj2",31
"GO:0031968","organelle outer membrane","31/1649","209/28804",1.12558756249034e-06,0.000756394841993512,4.20158596200849e-05,"Abcb6/Acsl1/Acsl6/Armcx1/Armcx3/Cyb5b/Eno1/Eno1b/Exd2/Fam210b/Gk/Hadhb/Hk1/Lrrk2/Marchf5/Mfn2/Mief1/Mtor/Myo19/Nlrx1/Opa1/Psen1/Qtrt2/Rhot1/Rnf185/Rtn4ip1/Sarm1/Slc11a2/Slc25a46/Syne2/Synj2",31
"GO:0000151","ubiquitin ligase complex","43/1649","344/28804",1.34956374009672e-06,0.000906906833344997,4.67781115928262e-05,"Anapc2/Appbp2/Arih2/Asb1/Cbx2/Cdc16/Cdc23/Crbn/Cul1/Cul2/Cul4a/Cul9/Dcaf12/Dcaf17/Dcaf7/Dcun1d4/Ddb1/Dtl/Fbh1/Fbxl5/Fbxo27/Fbxo42/Fem1c/Gid4/Itch/Kbtbd7/Kbtbd8/Klhl15/Klhl7/Med23/Med24/Mkln1/Nedd4/Pcgf3/Pramel12/Rad18/Rnf14/Rnf19a/Skp2/Spop/Syvn1/Topors/Ube4a",43
"GO:0032279","asymmetric synapse","48/1649","406/28804",1.69117430298869e-06,0.0011364691316084,5.47109721879147e-05,"Adam22/Arc/Arhgef9/Cacng3/Cacng5/Camk2a/Cap2/Chrna7/Clstn3/Cnih2/Ctnnd1/Dbn1/Dclk1/Dgcr8/Dlg1/Drp2/Eif4g2/Epb41l3/Epha7/Gria2/Gria4/Hnrnph2/Kalrn/Kpna1/Lrfn5/Lrrc4c/Lrrtm3/Mapk1/Mtmr2/Nsmf/Numb/Pak1/Pip5k1c/Prkcg/Rnf10/Sh3gl1/Slc16a7/Slc1a1/Snap47/Sorbs2/Srgap2/Syn1/Syn3/Syndig1/Tmem108/Tsc2/Usp8/Vps35",48
"GO:0014069","postsynaptic density","47/1649","398/28804",2.23014942615823e-06,0.00149866041437833,6.76380845696672e-05,"Adam22/Arc/Arhgef9/Cacng3/Cacng5/Camk2a/Cap2/Chrna7/Clstn3/Cnih2/Ctnnd1/Dbn1/Dclk1/Dgcr8/Dlg1/Drp2/Eif4g2/Epb41l3/Epha7/Gria2/Gria4/Hnrnph2/Kalrn/Kpna1/Lrfn5/Lrrc4c/Lrrtm3/Mapk1/Mtmr2/Nsmf/Numb/Pak1/Pip5k1c/Prkcg/Rnf10/Sh3gl1/Slc16a7/Snap47/Sorbs2/Srgap2/Syn1/Syn3/Syndig1/Tmem108/Tsc2/Usp8/Vps35",47
"GO:0005776","autophagosome","18/1649","89/28804",2.46101040888184e-06,0.0016537989947686,7.02492754485777e-05,"Atg14/Atg9a/Cln3/Entpd4b/Lrrk2/Nbr1/Ncoa4/Peg3/Rab23/Sqstm1/Tbc1d14/Tbc1d25/Trp53inp1/Trp53inp2/Ubqln1/Vmp1/Vps33a/Vti1a",18
"GO:0099572","postsynaptic specialization","50/1649","438/28804",2.86326825663337e-06,0.00192411626845762,7.71910331174258e-05,"Adam22/Arc/Arhgef9/Cacng3/Cacng5/Camk2a/Cap2/Cdh10/Chrna7/Clstn3/Cnih2/Ctnnd1/Dbn1/Dclk1/Dgcr8/Dlg1/Drp2/Eif4g2/Epb41l3/Epha7/Gria2/Gria4/Hnrnph2/Kalrn/Kpna1/Kpna2/Lrfn5/Lrrc4c/Lrrtm3/Mapk1/Mtmr2/Nlgn3/Nsmf/Numb/Pak1/Pip5k1c/Prkcg/Rnf10/Sh3gl1/Slc16a7/Snap47/Sorbs2/Srgap2/Syn1/Syn3/Syndig1/Tmem108/Tsc2/Usp8/Vps35",50
"GO:0038201","TOR complex","7/1649","14/28804",4.78080665324971e-06,0.0032127020709838,0.000122102596517901,"Mapkap1/Mtor/Prr5/Rictor/Sesn2/Telo2/Tti1",7
"GO:0005795","Golgi stack","17/1649","86/28804",6.43672902397305e-06,0.00432548190410989,0.000150249426815444,"Atp2c1/Cln3/Cog2/Csgalnact1/Csgalnact2/Gbf1/Golga5/Gosr1/Gpr89/Hid1/Ica1/Mbtps1/Mgat2/Sgms1/Tmem115/Tmem87a/Yipf6",17
"GO:0030173","integral component of Golgi membrane","13/1649","53/28804",6.60916246792147e-06,0.00444135717844323,0.000150249426815444,"Atp2c1/B4galnt1/Casd1/Entpd4b/Ergic1/Pcsk7/Rfng/Sgms1/Slc35a4/Slc35a5/Slc35b4/Tvp23a/Ubiad1",13
"GO:0031312","extrinsic component of organelle membrane","14/1649","61/28804",6.81174190985416e-06,0.004577490563422,0.000150249426815444,"Aldh3a2/Atg14/Coq8a/Coq8b/Dusp18/Gba2/Hid1/Opa1/Sarm1/Syn1/Syn3/Synj2/Usp8/Wdr91",14
"GO:0005741","mitochondrial outer membrane","27/1649","188/28804",9.92852382110353e-06,0.00667196800778157,0.000198792659625817,"Abcb6/Acsl1/Acsl6/Armcx1/Armcx3/Cyb5b/Exd2/Fam210b/Gk/Hadhb/Hk1/Lrrk2/Marchf5/Mfn2/Mief1/Mtor/Myo19/Nlrx1/Opa1/Qtrt2/Rhot1/Rnf185/Rtn4ip1/Sarm1/Slc11a2/Slc25a46/Synj2",27
"GO:0005769","early endosome","41/1649","348/28804",1.02104581927822e-05,0.00686142790554967,0.000198792659625817,"Abcb6/Ap1b1/Ap1g1/Ap1m1/Ap3m1/Appl1/Atp11b/Cln3/Cmtm6/Hgs/Itch/Ltf/Mapk1/Marchf8/Mmgt1/Ncstn/Nf2/Numb/Pla2g4e/Plekhf2/Psen1/Rab31/Rab5b/Siah1b/Slc11a2/Slc1a1/Snx13/Syndig1/Tm9sf4/Tmem108/Usp10/Usp8/Vipas39/Vps16/Vps33a/Vps33b/Vps35/Vps41/Washc5/Wdr91/Wls",41
"GO:0031228","intrinsic component of Golgi membrane","13/1649","55/28804",1.02414873451479e-05,0.00688227949593936,0.000198792659625817,"Atp2c1/B4galnt1/Casd1/Entpd4b/Ergic1/Pcsk7/Rfng/Sgms1/Slc35a4/Slc35a5/Slc35b4/Tvp23a/Ubiad1",13
"GO:0061695","transferase complex, transferring phosphorus-containing groups","35/1649","281/28804",1.3527946279801e-05,0.00909077990002628,0.0002524851512141,"Acvr2a/Atg13/Atg14/Ccng1/Ccnj/Ccnt2/Gtf2e1/Las1l/Pfkl/Pfkp/Pik3r2/Pik3r3/Pkm/Pola2/Pold1/Pold2/Polg/Polr2b/Polrmt/Prkaa1/Prkci/Prps1l3/Prps2/Rpap1/Rpap2/Sesn2/Strada/Stradb/Taf5l/Taf6/Taf6l/Taf9b/Tgfb3/Usp22/Xrcc6",35
"GO:0005758","mitochondrial intermembrane space","17/1649","92/28804",1.64571873473047e-05,0.0110592298973888,0.000295780248230311,"Agk/Ak3/Arl2bp/Capn2/Cat/Clpb/Dusp18/Immt/Nbr1/Opa1/Pank2/Pdia3/Pnpt1/Shmt2/Thop1/Timm29/Trap1",17
"GO:0017119","Golgi transport complex","6/1649","12/28804",2.38921190006188e-05,0.0160555039684158,0.000414070182679897,"Cog1/Cog2/Cog4/Cog7/Cog8/Tmem115",6
"GO:0030119","AP-type membrane coat adaptor complex","11/1649","44/28804",2.77839828501476e-05,0.0186708364752992,0.000464915284715719,"Ap1b1/Ap1g1/Ap1m1/Ap3m1/Ap4b1/Ap5m1/Ap5z1/Lrrn3/Vps16/Vps33a/Vps41",11
"GO:0030426","growth cone","27/1649","202/28804",3.67669042139953e-05,0.0247073596318048,0.000574829060864873,"Abitram/Chrna7/Copa/Copg2/Crmp1/Ctnnd1/Cttn/Cyfip1/Dbn1/Dclk1/Eno1b/Exoc7/Fgf13/Fkbp4/Gria2/Hdac5/Inpp5j/Katnb1/Lrrk2/Nrsn1/Orai2/Pak1/Psen1/Rasgrf1/Taok2/Tsc2/Wdr47",27
"GO:0016235","aggresome","10/1649","38/28804",3.97242476426463e-05,0.0266946944158583,0.000574829060864873,"Cpne1/Hdac6/Klf8/Klhl14/Pold1/Psen1/Rnf32/Sqstm1/Stradb/Ubqln1",10
"GO:0030135","coated vesicle","27/1649","203/28804",4.013250981913e-05,0.0269690465984553,0.000574829060864873,"Ap1b1/Ap1g1/Ap1m1/Arcn1/Clvs1/Copa/Copg2/Cpne6/Dennd1a/Ergic1/Fcho1/Golga5/Idua/Lman2/Lmbrd1/Numb/Pacs1/Plcg1/Rab8b/Scyl1/Sec31a/Syn1/Vps16/Vps33b/Vps41/Vti1a/Yipf6",27
"GO:0071339","MLL1 complex","9/1649","31/28804",4.12717177873355e-05,0.0277345943530894,0.000574829060864873,"Ash2l/E2f6/Hcfc2/Kansl1/Las1l/Men1/Rbbp5/Taf6/Tex10",9
"GO:0005777","peroxisome","22/1649","149/28804",4.15240669976409e-05,0.0279041730224147,0.000574829060864873,"Abcd2/Abcd3/Acad11/Acsl1/Acsl6/Aldh3a2/Cat/Crat/Ephx2/Gbf1/Gnpat/Hsdl2/Ide/Idi1/Nbr1/Nudt12/Pex1/Pex13/Pnpla8/Rab8b/Tmem135/Tuba8",22
"GO:0042579","microbody","22/1649","149/28804",4.15240669976409e-05,0.0279041730224147,0.000574829060864873,"Abcd2/Abcd3/Acad11/Acsl1/Acsl6/Aldh3a2/Cat/Crat/Ephx2/Gbf1/Gnpat/Hsdl2/Ide/Idi1/Nbr1/Nudt12/Pex1/Pex13/Pnpla8/Rab8b/Tmem135/Tuba8",22
"GO:0016234","inclusion body","15/1649","80/28804",4.26445854264179e-05,0.0286571614065528,0.000574829060864873,"Cpne1/Gys1/Hdac6/Klf8/Klhl14/Lrrk2/Nxf1/Pold1/Psen1/Rad18/Ranbp2/Rnf32/Sqstm1/Stradb/Ubqln1",15
"GO:0098791","Golgi apparatus subcompartment","36/1649","311/28804",4.99991590063107e-05,0.0335994348522408,0.000655749994364416,"Ap1b1/Ap1g1/Ap1m1/Ap4b1/Atg9a/Atp11b/Atp2c1/Atp8b2/Cln3/Clvs1/Cog2/Coro7/Csgalnact1/Csgalnact2/Dop1a/Gbf1/Golga5/Gosr1/Gpr89/Hid1/Ica1/Lrrk2/Mbtps1/Mgat2/Pcsk1/Pcsk7/Prepl/Rab31/Sgms1/Slc11a2/Tbc1d23/Tmem115/Tmem87a/Vps51/Wls/Yipf6",36
"GO:0044665","MLL1/2 complex","9/1649","32/28804",5.45146705568567e-05,0.0366338586142077,0.000696156873316093,"Ash2l/E2f6/Hcfc2/Kansl1/Las1l/Men1/Rbbp5/Taf6/Tex10",9
"GO:0030427","site of polarized growth","27/1649","209/28804",6.68435699928905e-05,0.0449188790352224,0.000831710816915588,"Abitram/Chrna7/Copa/Copg2/Crmp1/Ctnnd1/Cttn/Cyfip1/Dbn1/Dclk1/Eno1b/Exoc7/Fgf13/Fkbp4/Gria2/Hdac5/Inpp5j/Katnb1/Lrrk2/Nrsn1/Orai2/Pak1/Psen1/Rasgrf1/Taok2/Tsc2/Wdr47",27
