"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004674","protein serine/threonine kinase activity","71/2046","441/28404",1.40434127538182e-10,1.4520888787448e-07,9.85054693641029e-09,"Acvr1b/Akt1/Bcr/Bmp2k/Bmpr1a/Bmpr2/Brd4/Brsk1/Camk2g/Ccl3/Ccnk/Cdc42bpa/Cdk12/Cdk13/Cdk8/Cdkl5/Csnk1e/Csnk1g2/Csnk1g3/Csnk2a2/Dyrk1a/Dyrk2/Grk2/Grk6/Gsk3a/Gsk3b/Hipk1/Hipk2/Ksr1/Lmtk3/Map3k3/Map3k6/Map3k7/Map3k9/Map4k3/Map4k4/Mapk3/Mapk8/Mapkapk2/Mark1/Mark3/Mark4/Mknk2/Mylk/Nek9/Nme2/Nuak1/Pik3ca/Prkaca/Prkcb/Prkce/Prkd1/Rock1/Rock2/Rps6ka3/Sik3/Slk/Stk11/Stk19/Stk24/Stk39/Taok1/Tesk1/Tlk1/Tnk2/Trio/Ttbk1/Ttbk2/Ulk1/Wnk1/Wnk2",71
"GO:0016247","channel regulator activity","34/2046","146/28404",7.66339484624325e-10,7.92395027101552e-07,4.92742844061079e-08,"Akap9/Akt1/Atp2b4/Cabp1/Cacng2/Cacng4/Cacng8/Calm1/Calm2/Calm3/Commd1/Ensa/Fxyd1/Fxyd2/Fxyd6/Fxyd7/Gnb2/Kcnmb3/Kcnmb4/Nrxn2/Phpt1/Prkcb/Ptpn3/Rack1/Rem2/Rsc1a1/Scn1b/Scn2b/Scn4b/Slc30a1/Snf8/Stim1/Wnk1/Wnk2",34
"GO:0015631","tubulin binding","62/2046","382/28404",1.47528044364894e-09,1.52543997873301e-06,8.75611793679898e-08,"Arl3/Arl4c/Atf5/B9d2/Bex4/Brsk1/Camsap1/Ccdc88b/Ccdc88c/Cetn2/Cetn3/Cryab/D7Ertd443e/Dnal1/Dyrk1a/Fmn1/Fmn2/Gabarap/Gas2l2/Git1/Gnas/Hdgf/Hdgfl3/Jakmip3/Jmy/Kif13a/Kif13b/Kif1c/Kif5b/Map2/Map4k4/Map9/Mapt/Mark4/Mtus2/Nme1/Numa1/Pdcd5/Rab11fip5/Rcc2/Rgs2/Rps3/Saxo2/Snca/Sncb/Stim1/Stmn1/Stmn3/Stmn4/Svbp/Taok1/Tbca/Tbcc/Tbcel/Tiam1/Tpgs1/Tppp3/Tpr/Ttll7/Vapb/Washc1/Whamm",62
"GO:0099106","ion channel regulator activity","32/2046","137/28404",2.20966029999574e-09,2.2847887501956e-06,1.21780526308036e-07,"Akap9/Akt1/Atp2b4/Cabp1/Cacng4/Cacng8/Calm1/Calm2/Calm3/Commd1/Ensa/Fxyd1/Fxyd2/Fxyd6/Fxyd7/Gnb2/Kcnmb3/Kcnmb4/Nrxn2/Phpt1/Prkcb/Ptpn3/Rack1/Rem2/Rsc1a1/Scn1b/Scn2b/Scn4b/Slc30a1/Stim1/Wnk1/Wnk2",32
"GO:0003785","actin monomer binding","13/2046","27/28404",1.04077662040356e-08,1.07616302549728e-05,5.35360886144427e-07,"Mtss2/Myl2/Myl3/Myl4/Nos3/Pfn1/Pfn2/Prkce/Tmsb10/Tmsb15b1/Tmsb15b2/Tmsb15l/Tmsb4x",13
"GO:0015399","primary active transmembrane transporter activity","33/2046","154/28404",1.25091145030583e-08,1.29344243961623e-05,6.03235587548799e-07,"Atp2b1/Atp2b4/Atp6v1f/Atp6v1g1/COX1/COX2/Cox4i1/Cox5a/Cox6a1/Cox6a2/Cox6c/Cox7a1/Cox7a2/Cox7a2l/Cox7b/Cox7c/Cox8a/Cpox/ND1/ND4/Ndufa2/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs4/Ndufs7/Ralbp1/Sec61g/Surf1/Uqcr11/Uqcrh/Uqcrq",33
"GO:0004857","enzyme inhibitor activity","62/2046","415/28404",3.68390815344666e-08,3.80916103066385e-05,1.67201527955195e-06,"A2m/Anxa2/Apoa1/Atp2b4/Bcl2a1d/Bod1l/C5ar1/Camk2n1/Camk2n2/Cdkn1a/Cdkn1b/Cib1/Crim1/Cst3/Cstb/Dynll1/Elfn2/Ensa/Hexim1/Hspb1/Lilrb4a/Mt3/Naip6/Npm1/Oaz1/Pcsk1n/Pebp1/Phactr3/Phactr4/Pinx1/Ppp1r11/Ppp1r12c/Ppp1r1b/Ppp1r9b/Prdx5/Prkar2a/Prkrip1/Pttg1/Rack1/Rgs2/Rock1/Rpl11/Rpl23/Rpl37/Rpl5/Rps15/Rps20/Rps6ka3/Rps7/Scg5/Serpina3g/Sh3rf2/Ski/Snca/Spred2/Ten1/Ube2z/Wdtc1/Wfdc17/Wfdc18/Wnk1/Xiap",62
"GO:0043021","ribonucleoprotein complex binding","34/2046","171/28404",5.40840936612878e-08,5.59229528457715e-05,2.31834155869731e-06,"Bag6/Cbx5/Cpeb3/Dhx9/Eif1/Eif1b/Eif3k/Gadd45gip1/Gtpbp6/Larp1/Malsu1/Nme1/Npm1/Ppih/Pttg1/Pym1/Rack1/Rbm3/Rpl35/Rplp1/Rpsa/Sec61b/Sec61g/Snrpb/Snrpb2/Snrpc/Snrpd1/Snrpd2/Snrpd3/Spcs1/Srp19/Ybx3/Ythdf1/Zfp598",34
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","57/2046","376/28404",7.77189027748102e-08,8.03613454691538e-05,3.15611943124299e-06,"Actb/Asxl1/Atf4/Bex2/Bhlhe41/C1d/Cebpa/Cebpb/Crebbp/Csrp3/Ctbp1/Ddrgk1/Dhx9/Esrrb/Gsk3b/Gtf2a2/Hes1/Hes6/Hipk2/Hira/Hmgb1/Hsd17b10/Hspb1/Id2/Id4/Kdm1a/Ldb1/Lrif1/Med30/Med4/Mkks/Mta1/Mtdh/Ncoa1/Ncoa6/Ncor1/Nfkbia/Npm1/Park7/Ppard/Prkcb/Ptprt/Rad23b/Setd1a/Sirt1/Smad4/Sox2/Spen/Sra1/Srf/Taf4/Taf7/Tmf1/Trim24/Trp53bp1/Zbtb7a/Zfpm1",57
"GO:0042393","histone binding","47/2046","298/28404",3.25414703129007e-07,0.000336478803035393,1.25541567049243e-05,"Anp32a/Anp32b/Baz2a/Bptf/Brd1/Brd3/Brd4/Brdt/Cbx1/Cbx3/Cbx5/Chd3/Chd8/Cks2/Coprs/Dek/Hira/Ing1/Jmjd7/Kmt2d/Mbtd1/Mllt1/Mllt6/Mphosph8/Nasp/Ncl/Npm1/Phc2/Phc3/Phf10/Phf2/Prkcb/Ptma/Ptms/Pwwp2a/Rsf1/Samd1/Sap30l/Set/Setd5/Sirt1/Snca/Suz12/Taf7/Trim24/Trp53bp1/Wdtc1",47
"GO:0045182","translation regulator activity","30/2046","152/28404",3.79216808276076e-07,0.000392110179757463,1.39331288454318e-05,"Ago2/Cirbp/Cpeb3/Ctif/Denr/Eef1a2/Eef1b2/Eif1/Eif1b/Eif2s2/Eif3f/Eif3k/Eif4a2/Fxr2/Gtpbp2/Larp1/Marf1/Mcts1/Mrpl58/Paip1/Pcbp1/Pura/Purb/Rpl10/Rpl22/Rps14/Rps27l/Rps9/Samd4/Samd4b",30
"GO:0046332","SMAD binding","21/2046","85/28404",4.49804574771343e-07,0.000465097930313569,1.57754427419806e-05,"Acvr1b/Axin1/Axin2/Bmpr1a/Crebbp/Eid2/Hipk2/Magi2/Pmepa1/Ppm1a/Pura/Purb/Sav1/Ski/Smad4/Smad7/Smad9/Smurf1/Trim33/Zbtb7a/Zfyve9",21
"GO:0008200","ion channel inhibitor activity","12/2046","30/28404",4.80129739615619e-07,0.00049645415076255,1.6106869525778e-05,"Calm1/Calm2/Calm3/Commd1/Ensa/Phpt1/Rack1/Rsc1a1/Scn1b/Slc30a1/Wnk1/Wnk2",12
"GO:0140678","molecular function inhibitor activity","17/2046","60/28404",6.91691110502006e-07,0.000715208608259074,2.22372624560513e-05,"Calm1/Calm2/Calm3/Commd1/Ensa/Id1/Id2/Id4/Phpt1/Pura/Rack1/Rsc1a1/Scn1b/Slc30a1/Smad7/Wnk1/Wnk2",17
"GO:0003714","transcription corepressor activity","34/2046","191/28404",8.35136927132179e-07,0.000863531582654674,2.57749628458058e-05,"Atf7ip/Atn1/Basp1/Bcl3/Bcorl1/Bhlhe41/C1d/Cbfa2t3/Ccnd1/Cir1/Crebbp/Crym/Ctbp1/Eid1/Eid2/Gon4l/Hdgf/Hipk1/Hipk2/Hmgb1/Irf2bp2/Kmt5a/Mecp2/Mta1/Ncor1/Rcor1/Rere/Rybp/Sirt1/Ski/Spen/Wnt4/Wtip/Zfpm1",34
"GO:1990948","ubiquitin ligase inhibitor activity","7/2046","10/28404",9.84626518862023e-07,0.00101810382050333,2.92198881913305e-05,"Rpl11/Rpl23/Rpl37/Rpl5/Rps15/Rps20/Rps7",7
"GO:0016248","channel inhibitor activity","12/2046","32/28404",1.09431407885612e-06,0.00113152075753723,3.12722112983056e-05,"Calm1/Calm2/Calm3/Commd1/Ensa/Phpt1/Rack1/Rsc1a1/Scn1b/Slc30a1/Wnk1/Wnk2",12
"GO:0002039","p53 binding","19/2046","76/28404",1.29262654441768e-06,0.00133657584692788,3.48454862188969e-05,"Axin1/Brd4/Chd8/Crebbp/Ehmt2/Gsk3b/Kdm1a/Kmt5a/Npm1/Ntrk3/Nuak1/Ptges3/Rnf125/Setd7/Sirt1/Stk11/Trim24/Trp53bp1/Usp7",19
"GO:0051020","GTPase binding","48/2046","322/28404",1.30967686948241e-06,0.00135420588304482,3.48454862188969e-05,"Aimp1/Anxa2/Ccdc186/Cdkl5/Cib1/Clta/Daam2/Dennd5a/Diaph1/Dvl1/Fmnl2/Git1/Gnb1/Gnb2/Golga4/Hsp90aa1/Ift20/Inf2/Kpnb1/Mtss2/Nox1/Pfn1/Picalm/Prkaca/Rab11fip2/Rab11fip3/Rab11fip4/Rab11fip5/Rabggtb/Rac1/Ralbp1/Rcc2/Rgp1/Rims1/Rims4/Rnf152/Rock1/Rock2/Sod1/Srgap1/Stk19/Strn3/Stx4a/Tbc1d13/Trip11/Ulk1/Whamm/Yipf2",48
"GO:0031490","chromatin DNA binding","24/2046","113/28404",1.37685128127563e-06,0.001423664224839,3.54116487429837e-05,"Cebpa/Cebpb/Crebbp/Ctcf/Dhx9/Foxo1/Foxo3/H1f10/H2az1/H3f3a/H3f3b/Hmgn3/Hmgn5/Kdm3b/Kdm6b/Lemd2/Lemd3/Mecp2/Per1/Sox2/Srf/Suz12/Tbr1/Thra",24
"GO:0004298","threonine-type endopeptidase activity","8/2046","14/28404",1.44821819681918e-06,0.00149745761551103,3.60456345761785e-05,"Psma4/Psmb1/Psmb10/Psmb2/Psmb3/Psmb4/Psmb5/Psmb6",8
"GO:0097110","scaffold protein binding","20/2046","84/28404",1.57411722337335e-06,0.00162763720896804,3.79548659451535e-05,"Adcy5/Atp2b4/Dlg4/Dlgap3/Dynll1/Dynll2/Grk2/Hsp90aa1/Kcnh2/Krt18/Krt8/Map3k7/Mapk3/Nos3/Park7/Pde4d/Shank1/Shank3/Trem2/Xiap",20
"GO:0055105","ubiquitin-protein transferase inhibitor activity","7/2046","11/28404",2.53813582360117e-06,0.00262443244160361,5.93446111227961e-05,"Rpl11/Rpl23/Rpl37/Rpl5/Rps15/Rps20/Rps7",7
"GO:0019207","kinase regulator activity","39/2046","246/28404",2.77764408154428e-06,0.00287208398031679,6.30344616647665e-05,"Agap2/Bmpr1a/Bmpr2/Camk2n1/Camk2n2/Ccnd1/Ccnk/Cdk5r1/Cdk5r2/Cdkn1a/Cdkn1b/Cib1/Cks2/Dab2ip/Gprc5b/Gstp1/Hbegf/Hexim1/Hmgb1/Hspb1/Lilrb4a/Map3k7/Mt3/Nos2/Npm1/Pik3ca/Prkar2a/Prkrip1/Rack1/Rplp1/Socs3/Socs4/Socs7/Spred2/Spry2/Stk11/Taok1/Trem2/Wnk1",39
"GO:0031267","small GTPase binding","43/2046","286/28404",3.64624843101724e-06,0.00377022087767183,8.03819578928011e-05,"Anxa2/Ccdc186/Cdkl5/Cib1/Daam2/Dennd5a/Diaph1/Dvl1/Fmnl2/Git1/Golga4/Ift20/Inf2/Kpnb1/Mtss2/Nox1/Pfn1/Picalm/Prkaca/Rab11fip2/Rab11fip3/Rab11fip4/Rab11fip5/Rabggtb/Rac1/Ralbp1/Rcc2/Rgp1/Rims1/Rims4/Rnf152/Rock1/Rock2/Sod1/Srgap1/Stk19/Strn3/Stx4a/Tbc1d13/Trip11/Ulk1/Whamm/Yipf2",43
"GO:0003954","NADH dehydrogenase activity","10/2046","25/28404",4.40013306586795e-06,0.00454973759010746,9.17581091687399e-05,"ND1/ND4/Ndufa2/Ndufa7/Ndufb1/Ndufb7/Ndufb8/Ndufc2/Ndufs4/Ndufs7",10
"GO:0003955","NAD(P)H dehydrogenase (quinone) activity","10/2046","25/28404",4.40013306586795e-06,0.00454973759010746,9.17581091687399e-05,"Cbr3/ND1/ND4/Ndufa2/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs4/Ndufs7",10
"GO:0001664","G protein-coupled receptor binding","46/2046","320/28404",5.81569349726463e-06,0.00601342707617163,0.000118085964916758,"Adrb1/Arhgef12/Cabp1/Calca/Calm1/Calm3/Ccdc88c/Ccl12/Ccl19/Ccl2/Ccl27a/Ccl27b/Ccl3/Ccl4/Ccl7/Ccrl2/Cklf/Cort/Cxcl1/Dlg4/Dvl1/Fcgr1/Gnas/Grk2/Magi2/Nppa/Npy/Pde4d/Pnoc/Ppp1r1b/Ppp1r9b/Prkar2a/Ptpn11/Rala/Rspo3/Ryk/Sag/Sav1/Shank1/Tac1/Tac2/Tulp3/Uchl1/Wnt3/Wnt4/Znrf3",46
"GO:0005246","calcium channel regulator activity","13/2046","43/28404",6.36897939720528e-06,0.00658552469671026,0.000126004369720688,"Cabp1/Cacng4/Cacng8/Calm1/Calm2/Calm3/Gnb2/Nrxn2/Phpt1/Prkcb/Rem2/Slc30a1/Stim1",13
"GO:0008137","NADH dehydrogenase (ubiquinone) activity","9/2046","21/28404",6.79845380165699e-06,0.00702960123091332,0.000131138595700383,"ND1/ND4/Ndufa2/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs4/Ndufs7",9
"GO:0050136","NADH dehydrogenase (quinone) activity","9/2046","22/28404",1.07685576406972e-05,0.0111346886004809,0.000202653472416715,"ND1/ND4/Ndufa2/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs4/Ndufs7",9
"GO:0019887","protein kinase regulator activity","34/2046","214/28404",1.11948999502272e-05,0.0115755265485349,0.000205660693321216,"Agap2/Bmpr1a/Bmpr2/Camk2n1/Camk2n2/Ccnd1/Ccnk/Cdk5r1/Cdk5r2/Cdkn1a/Cdkn1b/Cib1/Cks2/Dab2ip/Gprc5b/Hbegf/Hexim1/Hmgb1/Hspb1/Lilrb4a/Map3k7/Mt3/Nos2/Npm1/Pik3ca/Prkar2a/Prkrip1/Rack1/Rplp1/Spred2/Spry2/Stk11/Taok1/Wnk1",34
"GO:0003730","mRNA 3'-UTR binding","22/2046","114/28404",1.88269687740799e-05,0.0194670857123987,0.00033465904734232,"Celf2/Cirbp/Cpeb3/Dazap1/Elavl3/Fxr2/Hnrnpa0/Hnrnpa1/Hnrnpa3/Hnrnpd/Khsrp/Larp1/Larp4b/Mex3d/Nhp2/Pabpc4/Pum2/Rc3h1/Rpl41/Rpl5/Rps7/Ybx3",22
"GO:0019208","phosphatase regulator activity","21/2046","106/28404",1.90842403532183e-05,0.0197331045252277,0.00033465904734232,"Bmp2k/Bmpr1a/Bmpr2/Bod1l/Calm1/Calm2/Calm3/Elfn2/Ensa/Igbp1/Map3k7/Phactr3/Phactr4/Ppp1r11/Ppp1r12c/Ppp1r1b/Ppp1r9b/Ppp2r2d/Ppp2r5a/Ppp4r2/Sh3rf2",21
"GO:0044325","transmembrane transporter binding","26/2046","148/28404",1.98807456757592e-05,0.020556691028735,0.000334975012783698,"Akap9/Bak1/Cabp1/Cacna1c/Calm1/Calm2/Calm3/Cbarp/Cib1/Diaph1/Epn1/Id2/Kcnb1/Kcnc1/Pacs2/Pde4d/Phpt1/Ppm1a/Ppp1r9b/Rims1/Rims4/S100a10/Scn1b/Scn4b/Tcap/Zfas1",26
"GO:0017124","SH3 domain binding","24/2046","131/28404",1.99705430540895e-05,0.0206495415179285,0.000334975012783698,"Ccdc6/Dab2ip/Drd4/Enah/Evl/Fmn1/Grb2/Khdrbs3/Map4k3/Mapt/Picalm/Prkce/Ptpn12/Pttg1/Qki/Reps1/Rims1/Shank1/Shank3/Syngap1/Synj1/Vasp/Wipf1/Wipf3",24
"GO:0070181","small ribosomal subunit rRNA binding","6/2046","10/28404",2.26073437731578e-05,0.0233759934614452,0.000363403135651857,"Cirbp/Mrps18c/Mrps6/Rps13/Rps14/Rps3",6
"GO:0070990","snRNP binding","6/2046","10/28404",2.26073437731578e-05,0.0233759934614452,0.000363403135651857,"Snrpb/Snrpb2/Snrpc/Snrpd1/Snrpd2/Snrpd3",6
"GO:0003697","single-stranded DNA binding","23/2046","124/28404",2.3999281539659e-05,0.0248152571120074,0.000370781793639774,"Alyref/Dhx9/Hnrnpa1/Ncl/Nme1/Nucks1/Pcbp1/Pcbp2/Polr2g/Polr2h/Pura/Purb/Rad54l/Rpa3/Rtf1/Spen/Ssbp1/Ssbp3/Sub1/Ten1/Terf2/Tsn/Ybx3",23
"GO:0019903","protein phosphatase binding","30/2046","185/28404",2.40274695742009e-05,0.0248444035397237,0.000370781793639774,"Akt1/Atp2b4/Bad/Bod1l/Cacna1c/Cacng8/Cadm4/Cdkn1b/Csk/Dab2ip/Dlg4/Foxo1/Grb2/Igbp1/Lgals3/Lilrb4a/Mapk8/Mapt/Mfhas1/Myo16/Phactr3/Phactr4/Ppp1r11/Ppp1r9b/Ppp3cb/Ptprt/Rack1/Sh3rf2/Sod1/Strn3",30
"GO:0001098","basal transcription machinery binding","15/2046","62/28404",2.53159497604144e-05,0.0261766920522685,0.000375639497457161,"Ago1/Ago2/Brd4/Cdc73/Crebbp/Dhx9/Edf1/Esrrb/Fbl/Gtf2a2/Llph/Rtf1/Supt4a/Taf7/Znhit6",15
"GO:0001099","basal RNA polymerase II transcription machinery binding","15/2046","62/28404",2.53159497604144e-05,0.0261766920522685,0.000375639497457161,"Ago1/Ago2/Brd4/Cdc73/Crebbp/Dhx9/Edf1/Esrrb/Fbl/Gtf2a2/Llph/Rtf1/Supt4a/Taf7/Znhit6",15
"GO:0070003","threonine-type peptidase activity","8/2046","19/28404",2.62761018627862e-05,0.0271694893261209,0.000382529943702528,"Psma4/Psmb1/Psmb10/Psmb2/Psmb3/Psmb4/Psmb5/Psmb6",8
"GO:0017080","sodium channel regulator activity","11/2046","37/28404",3.90379080822774e-05,0.0403651969570749,0.000557793111584978,"Atp2b4/Commd1/Fxyd1/Fxyd2/Fxyd6/Fxyd7/Ptpn3/Rsc1a1/Scn1b/Scn2b/Scn4b",11
"GO:0015078","proton transmembrane transporter activity","21/2046","112/28404",4.51513387025521e-05,0.0466864842184388,0.000633414952516185,"Atp6v1f/Atp6v1g1/COX1/COX2/Cox4i1/Cox5a/Cox6a1/Cox6a2/Cox6c/Cox7a1/Cox7a2/Cox7a2l/Cox7b/Cox7c/Cox8a/Slc32a1/Slc36a1/Surf1/Uqcr11/Uqcrh/Uqcrq",21
"GO:0042054","histone methyltransferase activity","14/2046","58/28404",4.80825151935034e-05,0.0497173207100825,0.000652191066658145,"Ehmt2/Fbl/Fbll1/Kmt2b/Kmt2d/Kmt5a/N6amt1/Nsd2/Ntmt1/Setd1a/Setd1b/Setd5/Setd7/Suz12",14
"GO:0019894","kinesin binding","13/2046","51/28404",4.81802813909121e-05,0.0498184109582031,0.000652191066658145,"Actb/Clstn1/Dcdc2a/Dlg4/Kcna2/Kcnc1/Kpnb1/Magi2/Mapk8/Plekhm2/Snca/Sptbn5/Ttbk2",13
