"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis","32/2082","65/28943",7.28801655746678e-20,4.36479311626686e-16,2.74085215988942e-17,"Antkmt/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3",32
"GO:0022900","electron transport chain","40/2082","107/28943",4.60724092690354e-19,2.75927659112253e-15,1.58828568795885e-16,"Chchd2/Coa6/Coq7/COX1/COX2/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox7c/Dnajc15/Etfb/Fdx1/Fdx2/Iscu/ND1/ND4/Ndufa12/Ndufa5/Ndufa7/Ndufa8/Ndufb3/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs4/Ndufs6/Ndufs7/Ndufv3/Park7/Pum2/Snca/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",40
"GO:0042773","ATP synthesis coupled electron transport","33/2082","73/28943",5.48112556871399e-19,3.28264610310281e-15,1.74419623360696e-16,"Chchd2/Coa6/Coq7/COX1/COX2/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox7c/Dnajc15/Iscu/ND1/ND4/Ndufa12/Ndufa7/Ndufa8/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs6/Ndufs7/Ndufv3/Park7/Snca/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",33
"GO:0032543","mitochondrial translation","44/2082","131/28943",1.00350548866108e-18,6.00999437159118e-15,2.96524554168273e-16,"Aurkaip1/Chchd1/Coa3/Gadd45gip1/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Mrps12/Mrps14/Mrps16/Mrps18c/Mrps21/Mrps25/Mrps26/Mrps28/Mrps33/Mrps34/Mrps35/Mrps6/Ndufa7/Uqcc2",44
"GO:0015986","proton motive force-driven ATP synthesis","32/2082","70/28943",1.23135455026974e-18,7.37458240156547e-15,3.39594623337549e-16,"Antkmt/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3",32
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","32/2082","71/28943",2.08779580389353e-18,1.25038090695184e-14,5.39805099296157e-16,"Chchd2/Coa6/Coq7/COX1/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox7c/Dnajc15/Iscu/ND1/ND4/Ndufa12/Ndufa7/Ndufa8/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs6/Ndufs7/Ndufv3/Park7/Snca/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",32
"GO:0022904","respiratory electron transport chain","37/2082","96/28943",2.91694131821293e-18,1.74695615547773e-14,7.09819156692064e-16,"Chchd2/Coa6/Coq7/COX1/COX2/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox7c/Dnajc15/Etfb/Iscu/ND1/ND4/Ndufa12/Ndufa5/Ndufa7/Ndufa8/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs4/Ndufs6/Ndufs7/Ndufv3/Park7/Pum2/Snca/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",37
"GO:0008380","RNA splicing","85/2082","427/28943",6.51329595975219e-18,3.90081295029558e-14,1.48119013702664e-15,"Acin1/Ahnak2/Alyref/Atxn7l3/Bcas2/Brdt/Cdk12/Cdk13/Celf2/Celf5/Cir1/Cirbp/Cwc15/Dazap1/Dhx9/Dnajc17/Dyrk1a/Eny2/Fxr2/Hnrnpa1/Hnrnpa3/Ildr2/Khdrbs3/Khsrp/Larp7/Lgals3/Lsm3/Lsm4/Lsm5/Lsm7/Lsm8/Luc7l2/Luc7l3/Magoh/Magohb/Malat1/Ncl/Nova2/Npm1/Nsrp1/Phf5a/Ppp4r2/Prkrip1/Qki/Rbm15b/Rbm3/Rbmx2/Rp9/Rps13/Rps26/Rsrc1/Scnm1/Sf3b5/Sf3b6/Sfpq/Smndc1/Snrnp25/Snrnp27/Snrnp35/Snrpb/Snrpb2/Snrpc/Snrpd1/Snrpd2/Snrpd3/Snrpe/Snrpf/Snrpg/Son/Srek1ip1/Srsf2/Srsf9/Syf2/Tada2b/Thoc7/Tsen15/U2af1l4/Ubl5/Ythdc1/Zbtb7a/Zbtb8os/Zcrb1/Zmat2/Zmat5/Zrsr2",85
"GO:0006397","mRNA processing","91/2082","476/28943",6.8029216217127e-18,4.07426975924373e-14,1.48119013702664e-15,"Acin1/Alkbh5/Alyref/Aurkaip1/Bcas2/Brdt/Cdc73/Cdk12/Cdk13/Celf2/Celf5/Cir1/Cirbp/Cnot6l/Cpeb3/Cstf3/Cwc15/Dazap1/Dhx9/Dnajc17/Dyrk1a/Fxr2/Hnrnpa1/Hnrnpa3/Khdrbs3/Khsrp/Larp7/Lgals3/Lsm3/Lsm4/Lsm5/Lsm7/Lsm8/Luc7l2/Luc7l3/Magoh/Magohb/Malat1/Ncl/Nova2/Npm1/Nsrp1/Pabpn1/Pan3/Pcbp1/Phf5a/Ppp4r2/Prkaca/Prkrip1/Qki/Rbm15b/Rbm27/Rbm3/Rbmx2/Rsrc1/Scnm1/Sf3b5/Sf3b6/Sfpq/Sltm/Smndc1/Snrnp25/Snrnp27/Snrnp35/Snrpb/Snrpb2/Snrpc/Snrpd1/Snrpd2/Snrpd3/Snrpe/Snrpf/Snrpg/Son/Srek1ip1/Srsf2/Srsf9/Supt4a/Syf2/Tent4a/Tent4b/Thoc7/Tsen15/U2af1l4/Ubl5/Ythdc1/Zbtb7a/Zcrb1/Zmat2/Zmat5/Zrsr2",91
"GO:0140053","mitochondrial gene expression","48/2082","164/28943",1.60648171927796e-17,9.62121901675568e-14,3.3228806088223e-15,"Aurkaip1/Chchd1/Chchd10/Coa3/Foxo3/Gadd45gip1/Hsd17b10/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Mrps12/Mrps14/Mrps16/Mrps18c/Mrps21/Mrps25/Mrps26/Mrps28/Mrps33/Mrps34/Mrps35/Mrps6/Mthfs/Ndufa7/Uqcc2",48
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","40/2082","117/28943",1.83569260195699e-17,1.09939629931204e-13,3.61617640385512e-15,"Antkmt/COX2/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nudt2/Trem2/Uqcc3",40
"GO:0009145","purine nucleoside triphosphate biosynthetic process","40/2082","118/28943",2.58590948202709e-17,1.54870118878602e-13,4.86249964802223e-15,"Antkmt/COX2/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nudt2/Trem2/Uqcc3",40
"GO:0009201","ribonucleoside triphosphate biosynthetic process","40/2082","122/28943",9.76298626216675e-17,5.84705247241167e-13,1.75599707141031e-14,"Antkmt/COX2/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nudt2/Trem2/Uqcc3",40
"GO:0071826","ribonucleoprotein complex subunit organization","49/2082","180/28943",1.93425975349614e-16,1.15842816636884e-12,3.33405299615782e-14,"Ago1/Ago2/Cdc73/Celf2/Celf5/Denr/Dhx9/Dnajc17/Eif2s2/Hsp90aa1/Kif5b/Lsm4/Luc7l2/Luc7l3/Mcts1/Mcts2/Mrpl20/mt-Rnr1/Naf1/Ptges3/Rpl10/Rpl11/Rpl13a/Rpl23a/Rpl24/Rpl38/Rpl5/Rpl6/Rps14/Rps15/Rps19/Rps2/Rps25/Rps27/Rps27l/Rps28/Rps5/Rpsa/Snrpb/Snrpc/Snrpd1/Snrpd2/Snrpd3/Snrpe/Snrpf/Snrpg/Ythdc1/Znhit6/Zrsr2",49
"GO:0010563","negative regulation of phosphorus metabolic process","85/2082","453/28943",2.6887398477752e-16,1.61028629483257e-12,4.27803546629819e-14,"Actb/Aida/Akt1/Atxn1/Bak1/Bax/Bod1l/Cadm4/Camk2n1/Camk2n2/Cbfa2t3/Cdkn1a/Cdkn1b/Cib1/Csk/Ctdspl/Dab2ip/Dbndd2/Deptor/Drd2/Dusp16/Dusp7/Dvl1/Dynll1/Ensa/Epm2a/Fis1/Gadd45a/Gadd45b/Gadd45g/Git1/Grk2/Gsk3b/Gstp1/Hexim1/Hspb1/Ier3/Igbp1/Il6/Lilrb4a/Mapt/Mfhas1/Mllt1/Ncor1/Npm1/Nppa/Nr2f2/Ntrk3/Nupr1/Park7/Pcp4/Pde4d/Pdgfa/Pebp1/Pip4k2b/Pmepa1/Ppia/Ppp1r11/Ppp1r1b/Ppp1r9b/Ppp2r5a/Prkar2a/Prkrip1/Ptprt/Rack1/Rgs2/Rock1/Rock2/Shb/Sirt1/Smad7/Snca/Snx25/Socs3/Socs4/Spred2/Spry2/Srcin1/Taf7/Tesk1/Thy1/Uchl1/Vps25/Washc1/Wnk1",85
"GO:0045936","negative regulation of phosphate metabolic process","85/2082","453/28943",2.6887398477752e-16,1.61028629483257e-12,4.27803546629819e-14,"Actb/Aida/Akt1/Atxn1/Bak1/Bax/Bod1l/Cadm4/Camk2n1/Camk2n2/Cbfa2t3/Cdkn1a/Cdkn1b/Cib1/Csk/Ctdspl/Dab2ip/Dbndd2/Deptor/Drd2/Dusp16/Dusp7/Dvl1/Dynll1/Ensa/Epm2a/Fis1/Gadd45a/Gadd45b/Gadd45g/Git1/Grk2/Gsk3b/Gstp1/Hexim1/Hspb1/Ier3/Igbp1/Il6/Lilrb4a/Mapt/Mfhas1/Mllt1/Ncor1/Npm1/Nppa/Nr2f2/Ntrk3/Nupr1/Park7/Pcp4/Pde4d/Pdgfa/Pebp1/Pip4k2b/Pmepa1/Ppia/Ppp1r11/Ppp1r1b/Ppp1r9b/Ppp2r5a/Prkar2a/Prkrip1/Ptprt/Rack1/Rgs2/Rock1/Rock2/Shb/Sirt1/Smad7/Snca/Snx25/Socs3/Socs4/Spred2/Spry2/Srcin1/Taf7/Tesk1/Thy1/Uchl1/Vps25/Washc1/Wnk1",85
"GO:0009142","nucleoside triphosphate biosynthetic process","41/2082","132/28943",3.51989943314483e-16,2.10806777051044e-12,5.39306228937979e-14,"Antkmt/COX2/Dtymk/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nudt2/Trem2/Uqcc3",41
"GO:0022618","ribonucleoprotein complex assembly","47/2082","172/28943",6.74297694015932e-16,4.03836888946142e-12,9.96236818602487e-14,"Ago1/Ago2/Cdc73/Celf2/Celf5/Denr/Dhx9/Eif2s2/Hsp90aa1/Lsm4/Luc7l2/Luc7l3/Mcts1/Mcts2/Mrpl20/mt-Rnr1/Naf1/Ptges3/Rpl10/Rpl11/Rpl13a/Rpl23a/Rpl24/Rpl38/Rpl5/Rpl6/Rps14/Rps15/Rps19/Rps2/Rps25/Rps27/Rps27l/Rps28/Rps5/Rpsa/Snrpb/Snrpc/Snrpd1/Snrpd2/Snrpd3/Snrpe/Snrpf/Snrpg/Ythdc1/Znhit6/Zrsr2",47
"GO:0009152","purine ribonucleotide biosynthetic process","51/2082","200/28943",9.05467256666562e-16,5.42284340017604e-12,1.28757968826428e-13,"Adcy1/Adcy5/Adcy9/Antkmt/Aprt/COX2/Gmpr/Guk1/Mpc1/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nppa/Nppc/Nudt2/Pank1/Snca/Trem2/Uqcc3",51
"GO:0006754","ATP biosynthetic process","36/2082","106/28943",9.33740995306154e-16,5.59217482088856e-12,1.28757968826428e-13,"Antkmt/COX2/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nudt2/Trem2/Uqcc3",36
"GO:0006164","purine nucleotide biosynthetic process","53/2082","217/28943",1.77539451030774e-15,1.0632837722233e-11,2.36920218183681e-13,"Adcy1/Adcy5/Adcy9/Antkmt/Aprt/COX2/Gmpr/Guk1/Mpc1/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nos2/Nos3/Nppa/Nppc/Nudt2/Pank1/Snca/Trem2/Uqcc3",53
"GO:0019646","aerobic electron transport chain","26/2082","57/28943",2.24133692011801e-15,1.34233668145867e-11,2.89751779475782e-13,"COX1/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox7c/Dnajc15/Iscu/ND1/ND4/Ndufa7/Ndufa8/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs6/Ndufs7/Park7/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",26
"GO:0051348","negative regulation of transferase activity","59/2082","262/28943",2.4586389012427e-15,1.47247883795425e-11,3.08212149342386e-13,"Actb/Aida/Akt1/Camk2n1/Camk2n2/Cdkn1a/Cdkn1b/Csk/Dab2ip/Dbndd2/Deptor/Dusp16/Dusp7/Dvl1/Eif4a2/Gadd45a/Gadd45b/Gadd45g/Gsk3a/Gsk3b/Gstp1/Hexim1/Hspb1/Il6/Lilrb4a/Mapt/Mllt1/Npm1/Nppa/Nr2f2/Park7/Pcp4/Phpt1/Pinx1/Pip4k2b/Ppia/Ppp2r5a/Prkar2a/Prkrip1/Ptprt/Rgs2/Rpl11/Rpl23/Rpl5/Rps7/Setd7/Shb/Sirt1/Smad7/Socs4/Spry2/Srcin1/Taf7/Tesk1/Thy1/Uchl1/Vps25/Washc1/Wnk1",59
"GO:0009260","ribonucleotide biosynthetic process","52/2082","212/28943",2.7049113073745e-15,1.61997138198659e-11,3.29111499627919e-13,"Adcy1/Adcy5/Adcy9/Antkmt/Aprt/COX2/Gmpr/Guk1/Mpc1/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nme1/Nme2/Nme3/Nme5/Nppa/Nppc/Nudt2/Pank1/Snca/Trem2/Uprt/Uqcc3",52
