"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046856","phosphatidylinositol dephosphorylation","14/1662","30/28943",2.44566877413855e-10,1.34976459644706e-06,1.01220262661715e-07,"Fig4/Inpp4b/Inpp5e/Inpp5j/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Pten/Synj2",14
"GO:0031123","RNA 3'-end processing","26/1662","109/28943",3.97161425167474e-10,2.19193390549929e-06,1.50677470513099e-07,"Cpsf3/Cpsf6/Cstf2/Cstf2t/Elac2/Eri2/Exosc10/Ints14/Ints5/Ints6/Ints7/Ints8/Ints9/Lin28b/Mtpap/Ncbp1/Papola/Papolg/Parn/Pnpt1/Ptcd1/Scaf8/Supt5/Supv3l1/Tent2/Tut7",26
"GO:0031503","protein-containing complex localization","38/1662","217/28943",7.4173521788574e-10,4.0936366675114e-06,2.5975747508954e-07,"Abce1/Adam22/Arc/Bbs1/Cacng3/Cacng5/Camk2a/Cnih2/Cnih3/Dbn1/Dlg1/Fkbp4/Ift122/Ift172/Kalrn/Lgi1/Ltv1/Nedd4/Nop9/Nptxr/Numb/Nup88/Pip5k1c/Riok2/Rpgr/Sdad1/Slc1a1/Snap47/Stau1/Stx1b/Usp46/Vps35/Washc5/Wdpcp/Wdr35/Xpo1/Zdhhc3/Zfp365",38
"GO:0006650","glycerophospholipid metabolic process","44/1662","277/28943",8.82900901937851e-10,4.872730077795e-06,2.87108751945955e-07,"Abca3/Abhd16a/Abhd3/Abhd5/Acp6/Atg14/Capn2/Cln3/Enpp2/Fig4/Gpat4/Hadha/Htr2a/Hycc1/Inpp4b/Inpp5e/Inpp5j/Ip6k1/Lclat1/Lpcat3/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Napepld/Piga/Pigg/Pigo/Pik3r2/Pik3r3/Pip5k1c/Pla2g4e/Pla2g6/Plcd4/Plcg1/Pnpla8/Pten/Serinc5/Slc27a1/Synj2",44
"GO:0046839","phospholipid dephosphorylation","16/1662","44/28943",1.16916868074712e-09,6.45264194904334e-06,3.38171629767848e-07,"Ephx2/Fig4/Inpp4b/Inpp5e/Inpp5j/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Pten/Sgpp2/Synj2",16
"GO:0016073","snRNA metabolic process","17/1662","50/28943",1.18848757745001e-09,6.55926293994661e-06,3.38171629767848e-07,"Ell/Ell2/Exosc10/Ice2/Ints10/Ints14/Ints3/Ints4/Ints5/Ints6/Ints7/Ints8/Ints9/Rpap2/Snapc4/Uspl1/Zfp143",17
"GO:0006644","phospholipid metabolic process","51/1662","367/28943",4.95049319282808e-09,2.73217719312182e-05,1.32575127300195e-06,"Abca3/Abhd16a/Abhd3/Abhd5/Acp6/Acsl6/Alox8/Atg14/Capn2/Cln3/Enpp2/Fig4/Fitm2/Gnpat/Gpat4/Hadha/Htr2a/Hycc1/Idi1/Inpp4b/Inpp5e/Inpp5j/Ip6k1/Lclat1/Lpcat3/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Napepld/Pcx/Piga/Pigg/Pigo/Pik3r2/Pik3r3/Pip5k1c/Pla2g4e/Pla2g6/Plcd4/Plcg1/Pnpla8/Pten/Serinc5/Sgms1/Slc27a1/Synj2",51
"GO:0046486","glycerolipid metabolic process","52/1662","382/28943",7.16580939949047e-09,3.95481020757879e-05,1.81240500893546e-06,"Abca3/Abhd16a/Abhd3/Abhd5/Acp6/Acsl1/Acsl6/Atg14/Capn2/Cat/Cln3/Dgkk/Enpp2/Fig4/Fitm2/Gk/Gpat4/Gpd1/Hadha/Htr2a/Hycc1/Inpp4b/Inpp5e/Inpp5j/Ip6k1/Lclat1/Lpcat3/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Napepld/Pank2/Piga/Pigg/Pigo/Pik3r2/Pik3r3/Pip5k1c/Pla2g4e/Pla2g6/Plcd4/Plcg1/Pnpla8/Pten/Serinc5/Slc27a1/Synj2",52
"GO:0032886","regulation of microtubule-based process","41/1662","268/28943",1.00130381675986e-08,5.52619576469769e-05,2.3992459875271e-06,"Azin1/Bbs1/Ccdc39/Cep120/Cfap69/Chordc1/Clasp1/Cnih2/Dixdc1/Dync1li1/Fgf13/Fkbp4/Gas2l1/Gba2/Hdac6/Htr1a/Inpp5j/Katnb1/Map10/Map6d1/Mapre2/Mcph1/Mdm1/Pak1/Patj/Pkd1/Plk2/Plk4/Prkaa1/Rae1/Ripor2/Rnf4/Spag6l/Spice1/Tacc1/Togaram1/Trim36/Vps4b/Wdr47/Xpo1/Xrcc3",41
"GO:0030258","lipid modification","36/1662","221/28943",1.49261444628725e-08,8.23773912905932e-05,3.39766183168018e-06,"Abcd2/Abcd3/Acad11/Agk/Alox8/B4galnt1/Crat/Echdc1/Ephx2/Etfdh/Fig4/Gba2/Hadha/Hadhb/Inpp4b/Inpp5e/Inpp5j/Lpcat3/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Mtor/Pex13/Por/Porcn/Prkaa1/Pten/Sesn2/Sgpp2/Synj2/Tuba8",36
"GO:0046488","phosphatidylinositol metabolic process","28/1662","147/28943",1.88989263796436e-08,0.000104303174689253,4.09713566876986e-06,"Atg14/Fig4/Htr2a/Hycc1/Inpp4b/Inpp5e/Inpp5j/Ip6k1/Lclat1/Mtmr1/Mtmr10/Mtmr11/Mtmr12/Mtmr2/Mtmr4/Mtmr6/Mtmr7/Piga/Pigg/Pigo/Pik3r2/Pik3r3/Pip5k1c/Plcd4/Plcg1/Pten/Slc27a1/Synj2",28
"GO:0000209","protein polyubiquitination","39/1662","255/28943",2.29236683876431e-08,0.000126515725831402,4.55611265132237e-06,"Anapc2/Arel1/Arih2/Birc2/Cdc16/Cdc23/Chfr/Cul1/Dtl/Fbxo38/Hace1/Hdac6/Itch/Kbtbd7/Lrsam1/Marchf5/Marchf8/Nedd4/Nhlrc3/Otub2/Peli1/Ppil2/Rffl/Rnf14/Rnf180/Rnf185/Rnf19a/Rnf4/Rnf6/Skp2/Spop/Syvn1/Topors/Traf3/Traf6/Ube2j1/Ube3b/Ube4a/Ubox5",39
"GO:0022613","ribonucleoprotein complex biogenesis","54/1662","418/28943",2.30175864581257e-08,0.000127034059662396,4.55611265132237e-06,"Abce1/Bop1/Cpsf6/Cul4a/Ddx20/Ddx51/Dhx29/Dhx30/Dhx37/Dis3/Eral1/Eri2/Exosc10/Fastkd2/Fdxacb1/Gcfc2/Gemin4/Heatr3/Ipo4/Ipo9/Khdc4/Las1l/Ltv1/Mbnl1/Mtrex/Mybbp1a/Ncbp1/Noc2l/Nol11/Nol6/Nol9/Nop2/Nop56/Nop9/Nsun3/Nup88/Pes1/Prpf8/Pten/Puf60/Pwp1/Rbm5/Riok2/Riok3/Rrp12/Sdad1/Sf3b1/Usp4/Utp4/Wdr36/Wdr75/Xab2/Xpo1/Ythdf2",54
"GO:0006606","protein import into nucleus","31/1662","177/28943",2.63911426713652e-08,0.000145652716403265,5.00621456375678e-06,"Appl1/Cry2/Cse1l/Ei24/Elavl1/Fam53b/Fam53c/Heatr3/Ipo11/Ipo13/Ipo4/Ipo8/Ipo9/Jup/Kpna1/Kpna2/Kpna3/Lrrk2/Mapk1/Nup88/Pik3r2/Pkia/Pola2/Prickle1/Psen1/Rab23/Ranbp2/Ranbp6/Sqstm1/Stk4/Tsc2",31
"GO:0019693","ribose phosphate metabolic process","57/1662","456/28943",3.05584517672788e-08,0.000168652095303612,5.56485490077815e-06,"Acadsb/Acly/Acot11/Acsl1/Acsl6/Acss2/Adcy3/Ak3/Ak5/Atp6v1b2/Clpx/Cs/Ctps2/Dhtkd1/Dlat/Dld/Dpyd/Eno1/Eno1b/Entpd4b/Entpd5/Fitm2/Flcn/G6pdx/Gart/Gmps/Gnai3/Gpat4/Gpd1/Hk1/Htr2a/Lrrk2/Mthfd1/Mtor/Nt5c2/Ogt/Opa1/Pank2/Parg/Parp1/Pdha1/Pdhx/Pdk2/Pdk3/Pfkfb2/Pfkl/Pfkp/Pid1/Pkm/Prkaa1/Prps1l3/Prps2/Psen1/Pygl/Rab23/Sdha/Slc25a25",57
"GO:0072521","purine-containing compound metabolic process","59/1662","483/28943",4.03071595628664e-08,0.00022245521362746,7.05783259552216e-06,"Acadsb/Acly/Acot11/Acsl1/Acsl6/Acss2/Adal/Adcy3/Ahcyl/Ak3/Ak5/Atp6v1b2/Carmil1/Clpx/Cs/Dck/Dhtkd1/Dlat/Dld/Dpyd/Eno1/Eno1b/Entpd4b/Fitm2/Flcn/Gart/Gmps/Gnai3/Gpat4/Gpd1/Hk1/Htr2a/Lrrk2/Mthfd1/Mthfd2l/Mtor/Nt5c2/Ogt/Opa1/Pank2/Parg/Parp1/Pdha1/Pdhx/Pdk2/Pdk3/Pfkfb2/Pfkl/Pfkp/Pid1/Pkm/Prkaa1/Prps1l3/Prps2/Psen1/Rab23/Sdha/Shmt2/Slc25a25",59
"GO:0051170","import into nucleus","31/1662","181/28943",4.50620525605808e-08,0.000248697468081845,7.59818235183282e-06,"Appl1/Cry2/Cse1l/Ei24/Elavl1/Fam53b/Fam53c/Heatr3/Ipo11/Ipo13/Ipo4/Ipo8/Ipo9/Jup/Kpna1/Kpna2/Kpna3/Lrrk2/Mapk1/Nup88/Pik3r2/Pkia/Pola2/Prickle1/Psen1/Rab23/Ranbp2/Ranbp6/Sqstm1/Stk4/Tsc2",31
"GO:0034470","ncRNA processing","51/1662","398/28943",7.2850494434754e-08,0.000402061878785407,1.18442481211473e-05,"Alkbh1/Alkbh8/Bop1/Ddx1/Ddx51/Dgcr8/Dhx37/Dis3/Elac2/Eri2/Exosc10/Fdxacb1/Ftsj1/Ints10/Ints14/Ints3/Ints4/Ints5/Ints6/Ints7/Ints8/Ints9/Las1l/Lin28b/Mto1/Mtrex/Ncbp1/Nol11/Nol6/Nol9/Nop2/Nop9/Nsun3/Parn/Pes1/Prorp/Ptcd1/Pus10/Pwp1/Qtrt2/Riok2/Riok3/Rrp12/Thumpd3/Tut7/Utp4/Wdr36/Wdr75/Ythdf2/Zc3h7a/Zmpste24",51
"GO:0070085","glycosylation","35/1662","225/28943",7.70906889615281e-08,0.000425463512378673,1.18442481211473e-05,"Alg11/Alg9/B3galnt2/B3gnt2/B4galnt1/B4galt2/Cln5/Cog1/Cog2/Cog4/Cog7/Cog8/Entpd5/Eogt/Ext2/Fut10/Galnt10/Gba2/Mgat2/Mgat5/Ogt/Pgm3/Poglut1/Pomk/Pomt1/Pomt2/Psen1/Serp1/Slc4a10/St3gal6/St6gal2/Stt3a/Stt3b/Tmtc3/Ube2j1",35
"GO:0044272","sulfur compound biosynthetic process","21/1662","95/28943",7.80488026480227e-08,0.000430751341814437,1.18442481211473e-05,"Acly/Acsl1/Acsl6/Acss2/Chpf2/Csgalnact1/Csgalnact2/Dlat/Dld/Ext2/Ggt7/Mat2a/Mthfd1/Mthfd2l/Mthfr/Mtrr/Pdha1/Pdhx/Pdk2/Pdk3/Slc1a1",21
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","21/1662","96/28943",9.45356056277188e-08,0.00052174200745938,1.38834123714731e-05,"Adam22/Arc/Cacng3/Cacng5/Camk2a/Cnih3/Ctnnd1/Dlg1/Flot2/Kalrn/Lgi1/Nedd4/Nptxr/Numb/Pip5k1c/Porcn/Prkci/Snap47/Stx1b/Usp46/Vps35",21
"GO:0007033","vacuole organization","32/1662","197/28943",9.89810728686139e-08,0.00054627654116188,1.40820111893669e-05,"Arl8b/Atg13/Atg14/Atg4b/Atg7/Atg9a/Cln3/Cln5/Clvs1/Fig4/Idua/Lrrk2/Lrsam1/Mbtps1/Mfn2/Mtor/Psen1/Rab23/Rab3gap2/Rab43/Tbc1d14/Tmem175/Tpp1/Trp53inp1/Trp53inp2/Ubqln1/Ubxn2b/Vmp1/Vps16/Vps33a/Vps35/Washc5",32
"GO:0009259","ribonucleotide metabolic process","54/1662","445/28943",1.85656103142739e-07,0.00102463603324478,2.43222663998941e-05,"Acadsb/Acly/Acot11/Acsl1/Acsl6/Acss2/Adcy3/Ak3/Ak5/Atp6v1b2/Clpx/Cs/Ctps2/Dhtkd1/Dlat/Dld/Dpyd/Eno1/Eno1b/Entpd4b/Entpd5/Fitm2/Flcn/Gart/Gmps/Gnai3/Gpat4/Gpd1/Hk1/Htr2a/Lrrk2/Mthfd1/Mtor/Nt5c2/Ogt/Opa1/Pank2/Parg/Parp1/Pdha1/Pdhx/Pdk2/Pdk3/Pfkfb2/Pfkl/Pfkp/Pid1/Pkm/Prkaa1/Prps2/Psen1/Rab23/Sdha/Slc25a25",54
"GO:0034329","cell junction assembly","54/1662","445/28943",1.85656103142739e-07,0.00102463603324478,2.43222663998941e-05,"Actn4/Arhgap6/Arhgef9/Arvcf/Bhlhb9/Capza1/Cbln2/Cbln4/Cdh10/Cdh22/Cdh7/Cdh9/Clasp1/Clstn3/Ctnnd1/Cttn/Dlg1/Enpp2/Epb41l3/Epha7/Fgf13/Flcn/Gnpat/Il1rap/Jup/Lingo2/Lrfn5/Lrrn1/Lrrn3/Lrrtm3/Lrtm2/Mdga1/Mdga2/Myo1c/Nlgn3/Npas4/Nptxr/Numb/Oxtr/Patj/Ppm1f/Pten/Rap1b/Slc25a46/Snai2/Srgap2/Syndig1/Taok2/Vcl/Vegfa/Vmp1/Vps35/Wdpcp/Wdr1",54
"GO:0018205","peptidyl-lysine modification","51/1662","410/28943",1.86986209895139e-07,0.00103197689241127,2.43222663998941e-05,"Arnt/Ash2l/Atg7/Crtc2/Cxxc1/Egr1/Ezh1/Flcn/Glyr1/Hdac6/Irf4/Jade3/Kansl1/Kat7/Kdm4c/Kmt5c/Men1/Mettl8/Mybbp1a/Myo1c/Naa40/Naa60/Nap1l2/Noc2l/Ogt/Phf20l1/Pias1/Pias2/Por/Prkaa1/Pwp1/Rbbp5/Sf3b1/Sf3b3/Smyd3/Snai2/Supt20/Tada1/Taf5l/Taf6/Taf6l/Topors/Usp22/Uspl1/Vipas39/Vps33b/Wdr5b/Yeats2/Zfp335/Zfp451/Zmpste24",51
"GO:0043543","protein acylation","39/1662","276/28943",1.97644030175378e-07,0.00109079740253791,2.49944570324126e-05,"Atg7/Crtc2/Dld/Flcn/Glyr1/Irf4/Jade3/Kansl1/Kat7/Map6d1/Mettl8/Mybbp1a/Myo1c/Naa40/Naa60/Nap1l2/Noc2l/Ogt/Phf20l1/Por/Porcn/Prkaa1/Sf3b1/Sf3b3/Snai2/Supt20/Tada1/Taf5l/Taf6/Taf6l/Usp22/Yeats2/Zdhhc13/Zdhhc23/Zdhhc3/Zdhhc5/Zdhhc7/Zfp451/Zmpste24",39
"GO:0016197","endosomal transport","35/1662","234/28943",2.05912071213686e-07,0.00113642872102833,2.53362648079429e-05,"Ap5m1/Ap5z1/Arhgap1/Arl8b/Ccdc22/Cln5/Cmtm6/Dennd10/Dennd1a/Gbf1/Gosr1/Heatr5b/Hgs/Lrrk2/Mcoln1/Ndrg4/Pla2g4e/Prepl/Rab8b/Rab9b/Snx32/Srl/Stam/Tbc1d14/Tbc1d17/Tbc1d23/Tmem87a/Vps16/Vps35/Vps35l/Vps4b/Vps50/Vps51/Vti1a/Washc5",35
"GO:1990778","protein localization to cell periphery","48/1662","377/28943",2.120027805807e-07,0.00117004334602488,2.53992250972722e-05,"Adam22/Appl1/Atp2c1/Bag4/Bbs1/Blzf1/Cacnb2/Cacng3/Camk2a/Cln3/Cnih3/Dlg1/Epb41l3/Exoc5/Fgf13/Flot2/Gak/Gpr158/Hycc1/Jup/Kalrn/Lgi1/Lin7c/Nptxr/Numb/Pacs1/Pid1/Pik3r2/Ppil2/Prepl/Prkci/Rab31/Rab3d/Rab8b/Scn3b/Sesn2/Slc1a1/Snap47/Sqstm1/Stx1b/Stxbp1/Tsc2/Vps35/Wdr24/Zdhhc23/Zdhhc3/Zdhhc5/Zdhhc7",48
"GO:0042254","ribosome biogenesis","41/1662","299/28943",2.22201917971942e-07,0.00122633238528715,2.59385504785061e-05,"Abce1/Bop1/Cul4a/Ddx51/Dhx29/Dhx30/Dhx37/Dis3/Eral1/Eri2/Exosc10/Fastkd2/Fdxacb1/Heatr3/Ipo4/Ipo9/Las1l/Ltv1/Mtrex/Mybbp1a/Noc2l/Nol11/Nol6/Nol9/Nop2/Nop56/Nop9/Nsun3/Nup88/Pes1/Pten/Pwp1/Riok2/Riok3/Rrp12/Sdad1/Utp4/Wdr36/Wdr75/Xpo1/Ythdf2",41
"GO:0006163","purine nucleotide metabolic process","54/1662","449/28943",2.47967456389245e-07,0.00136853239181224,2.82226118127233e-05,"Acadsb/Acly/Acot11/Acsl1/Acsl6/Acss2/Adcy3/Ak3/Ak5/Atp6v1b2/Clpx/Cs/Dck/Dhtkd1/Dlat/Dld/Eno1/Eno1b/Entpd4b/Fitm2/Flcn/Gart/Gmps/Gnai3/Gpat4/Gpd1/Hk1/Htr2a/Lrrk2/Mthfd1/Mthfd2l/Mtor/Nt5c2/Ogt/Opa1/Pank2/Parg/Parp1/Pdha1/Pdhx/Pdk2/Pdk3/Pfkfb2/Pfkl/Pfkp/Pid1/Pkm/Prkaa1/Prps1l3/Prps2/Psen1/Rab23/Sdha/Slc25a25",54
"GO:0098876","vesicle-mediated transport to the plasma membrane","26/1662","148/28943",3.2085005855791e-07,0.0017707714731811,3.56271246023867e-05,"Arhgap1/Atp2c1/Bbs1/Blzf1/Ccdc22/Cln3/Cmtm6/Dennd1a/Exoc1/Exoc2/Exoc5/Exoc6/Exoc6b/Hgs/Ndrg4/Pla2g4e/Prepl/Rab31/Rab8b/Slc1a1/Snap47/Stx1b/Vps35/Vps35l/Vps50/Vps51",26
"GO:0006090","pyruvate metabolic process","23/1662","121/28943",3.55503710648089e-07,0.0019620249790668,3.85351766554633e-05,"Dhtkd1/Dlat/Dld/Eno1/Eno1b/Gpd1/Hk1/Htr2a/Me3/Mtor/Ogt/Pcx/Pdha1/Pdhx/Pdk2/Pdk3/Pfkfb2/Pfkl/Pfkp/Pkm/Prkaa1/Psen1/Srr",23
"GO:0031331","positive regulation of cellular catabolic process","52/1662","431/28943",3.72658911837686e-07,0.00205670453443219,3.88240419886655e-05,"Abcd2/Abhd5/Adam9/Agbl4/Arih2/Atg13/Atg7/Bbs7/Ccdc22/Chfr/Cnot1/Dcp1a/Flcn/Gnai3/Gpd1/Htr2a/Itch/Lin28b/Lrrk2/Lrsam1/Mapk9/Mdm2/Mtor/Pafah1b2/Parn/Pias1/Plk2/Pnpt1/Prickle1/Prkaa1/Psen1/Pten/Rab3gap2/Rnf14/Rnf180/Rnf19a/Sesn1/Sesn2/Supt5/Supv3l1/Svip/Tbk1/Trib2/Trp53inp1/Trp53inp2/Tsc2/Tut7/Ubqln1/Wdr24/Ythdf2/Ythdf3/Zfand2a",52
