"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098800","inner mitochondrial membrane protein complex","64/2089","143/28804",5.50319748623004e-35,4.01733416494793e-32,2.24867495370357e-33,"AA467197/Chchd10/COX1/COX2/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox6b1/Cox6c/Cox7a2/Cox7b/Cox7c/Cox8a/Dmac1/Dnajc15/Dnajc19/Micos10/Micos13/Micu3/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Pam16/Romo1/Smdt1/Timm10/Timm10b/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",64
"GO:0022627","cytosolic small ribosomal subunit","36/2089","47/28804",5.65575277826552e-32,4.12869952813383e-29,2.11842669852577e-30,"Fau/Mcts1/Mcts2/Rps10/Rps11/Rps12/Rps13/Rps14/Rps15/Rps15a/Rps16/Rps17/Rps18/Rps19/Rps2/Rps20/Rps21/Rps23/Rps24/Rps25/Rps26/Rps27/Rps27a/Rps27l/Rps28/Rps29/Rps3/Rps3a1/Rps4x/Rps5/Rps6/Rps7/Rps8/Rps9/Rpsa/Uba52",36
"GO:0005747","mitochondrial respiratory chain complex I","33/2089","50/28804",5.70698025783472e-26,4.16609558821935e-23,1.71009162813714e-24,"Dmac1/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3",33
"GO:0030964","NADH dehydrogenase complex","33/2089","50/28804",5.70698025783472e-26,4.16609558821935e-23,1.71009162813714e-24,"Dmac1/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3",33
"GO:0045271","respiratory chain complex I","33/2089","50/28804",5.70698025783472e-26,4.16609558821935e-23,1.71009162813714e-24,"Dmac1/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3",33
"GO:0000313","organellar ribosome","44/2089","94/28804",1.74466303684267e-25,1.27360401689515e-22,4.61282425220942e-24,"Aurkaip1/Chchd1/Gadd45gip1/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Mrps12/Mrps14/Mrps16/Mrps18c/Mrps21/Mrps25/Mrps26/Mrps28/Mrps33/Mrps34/Mrps35/Mrps6/mt-Rnr1/Ndufa7/Ndufab1",44
"GO:0005761","mitochondrial ribosome","44/2089","94/28804",1.74466303684267e-25,1.27360401689515e-22,4.61282425220942e-24,"Aurkaip1/Chchd1/Gadd45gip1/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Mrps12/Mrps14/Mrps16/Mrps18c/Mrps21/Mrps25/Mrps26/Mrps28/Mrps33/Mrps34/Mrps35/Mrps6/mt-Rnr1/Ndufa7/Ndufab1",44
"GO:0005844","polysome","40/2089","78/28804",3.18713089987303e-25,2.32660555690731e-22,7.95850815348411e-24,"Ago1/Ago2/Btf3/Dhx9/Epm2a/Fxr2/Larp1/Larp4b/Msi1/Msi2/Naa38/Rpl11/Rpl17/Rpl18/Rpl18a/Rpl19/Rpl24/Rpl29/Rpl30/Rpl31/Rpl32/Rpl36/Rpl36a/Rpl36al/Rpl38/Rpl39/Rpl41/Rpl6/Rpl7/Rpl7a/Rpl8/Rps21/Rps23/Rps25/Rps26/Rps28/Rps29/Rps3/Rps4x/Rps6",40
"GO:0042788","polysomal ribosome","27/2089","35/28804",1.94156169560687e-24,1.41734003779301e-21,4.59305730761292e-23,"Btf3/Dhx9/Larp1/Larp4b/Rpl11/Rpl18/Rpl18a/Rpl19/Rpl24/Rpl29/Rpl30/Rpl31/Rpl32/Rpl36/Rpl36a/Rpl36al/Rpl38/Rpl39/Rpl41/Rpl6/Rpl7a/Rpl8/Rps21/Rps23/Rps26/Rps28/Rps29",27
"GO:1990204","oxidoreductase complex","44/2089","121/28804",3.8912375821215e-20,2.8406034349487e-17,8.74504446087306e-19,"COX1/Dmac1/Etfb/Gmpr/Mrps36/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Nox1/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",44
"GO:0014069","postsynaptic density","84/2089","398/28804",3.83473563971219e-19,2.7993570169899e-16,8.20767979026119e-18,"Abhd17b/Abhd17c/Actb/Actr2/Adcy1/Adgrb1/Adgrl1/Akap9/Axin1/Bcr/Bmpr2/Cabp1/Cacna1c/Cacng2/Cacng4/Cacng8/Camk2g/Camk2n1/Cdk5r1/Cdkl5/Chmp4b/Clstn1/Cryab/Ctnnd2/Dlg4/Dlgap3/Drd2/Dvl1/Dynll2/Efnb2/Egln1/Epb41l1/Fabp5/Fbxo45/Fxr2/Gap43/Grid1/Grin2d/Gsk3b/Hnrnpa3/Hspb1/Inpp4a/Iqsec2/Lrrc4/Lrrc4b/Map2/Map3k7/Mapt/Mt3/Nrgn/Pcbp2/Picalm/Pkp4/Ppp1r9b/Prrt1/Psd/Ptprt/Pura/Rims1/Rpl12/Rpl14/Rpl18a/Rpl30/Rpl38/Rpl5/Rpl6/Rpl7/Rpl8/Rps13/Rps14/Rps18/Rps19/Rps25/Rps27/Rps3/Scn8a/Scrib/Shank1/Shank3/Slc30a1/Slc8a2/Srcin1/Syn2/Syngap1",84
"GO:0005759","mitochondrial matrix","69/2089","293/28804",1.29437427356843e-18,9.44893219704954e-16,2.64448715221876e-17,"Acot13/Alkbh7/Aurkaip1/Bloc1s1/Bola3/Chchd1/Clpp/Dnajc15/Dnajc19/Dtymk/Etfb/Fdx1/Foxo3/Gadd45gip1/Glrx2/Hsd17b10/Hspe1/Iscu/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Mrps12/Mrps14/Mrps16/Mrps18c/Mrps21/Mrps25/Mrps26/Mrps28/Mrps33/Mrps34/Mrps35/Mrps36/Mrps6/mt-Rnr1/Mthfs/Ndufa7/Ndufab1/Pam16/Park7/Pin4/Rida/Rps3/Snca/Ssbp1/Uqcc2",69
"GO:0032279","asymmetric synapse","84/2089","406/28804",1.40279269747071e-18,1.02403866915362e-15,2.74138435615558e-17,"Abhd17b/Abhd17c/Actb/Actr2/Adcy1/Adgrb1/Adgrl1/Akap9/Axin1/Bcr/Bmpr2/Cabp1/Cacna1c/Cacng2/Cacng4/Cacng8/Camk2g/Camk2n1/Cdk5r1/Cdkl5/Chmp4b/Clstn1/Cryab/Ctnnd2/Dlg4/Dlgap3/Drd2/Dvl1/Dynll2/Efnb2/Egln1/Epb41l1/Fabp5/Fbxo45/Fxr2/Gap43/Grid1/Grin2d/Gsk3b/Hnrnpa3/Hspb1/Inpp4a/Iqsec2/Lrrc4/Lrrc4b/Map2/Map3k7/Mapt/Mt3/Nrgn/Pcbp2/Picalm/Pkp4/Ppp1r9b/Prrt1/Psd/Ptprt/Pura/Rims1/Rpl12/Rpl14/Rpl18a/Rpl30/Rpl38/Rpl5/Rpl6/Rpl7/Rpl8/Rps13/Rps14/Rps18/Rps19/Rps25/Rps27/Rps3/Scn8a/Scrib/Shank1/Shank3/Slc30a1/Slc8a2/Srcin1/Syn2/Syngap1",84
"GO:0099572","postsynaptic specialization","87/2089","438/28804",5.04741500058953e-18,3.68461295043036e-15,9.45283423356021e-17,"Abhd17b/Abhd17c/Actb/Actr2/Adcy1/Adgrb1/Adgrl1/Akap9/Axin1/Bcr/Bmpr2/Cabp1/Cacna1c/Cacng2/Cacng4/Cacng8/Camk2g/Camk2n1/Cdk5r1/Cdkl5/Chmp4b/Clstn1/Cryab/Ctnnd2/Dlg4/Dlgap3/Dlgap4/Drd2/Dvl1/Dynll2/Efnb2/Egln1/Epb41l1/Erbin/Fabp5/Fbxo45/Fxr2/Gap43/Grid1/Grin2d/Gsk3b/Hnrnpa3/Hspb1/Inpp4a/Iqsec2/Lrrc4/Lrrc4b/Map2/Map3k7/Mapt/Mt3/Nlgn2/Nrgn/Pcbp2/Picalm/Pkp4/Ppp1r9b/Prrt1/Psd/Ptprt/Pura/Rims1/Rpl12/Rpl14/Rpl18a/Rpl30/Rpl38/Rpl5/Rpl6/Rpl7/Rpl8/Rps13/Rps14/Rps18/Rps19/Rps25/Rps27/Rps3/Scn8a/Scrib/Shank1/Shank3/Slc30a1/Slc8a2/Srcin1/Syn2/Syngap1",87
"GO:0098984","neuron to neuron synapse","86/2089","437/28804",1.42714011906245e-17,1.04181228691559e-14,2.5658477087986e-16,"Abhd17b/Abhd17c/Actb/Actr2/Adcy1/Adgrb1/Adgrl1/Akap9/Axin1/Bcr/Bmpr2/Cabp1/Cacna1c/Cacng2/Cacng4/Cacng8/Camk2g/Camk2n1/Cdk5r1/Cdkl5/Chmp4b/Clstn1/Cryab/Ctnnd2/Dlg4/Dlgap3/Drd2/Dvl1/Dynll2/Efnb2/Egln1/Epb41l1/Fabp5/Fbxo45/Fxr2/Gap43/Grid1/Grin2d/Gsk3b/Hnrnpa3/Hspb1/Inpp4a/Iqsec2/Lrrc4/Lrrc4b/Map2/Map3k7/Mapt/Mt3/Nectin1/Nrgn/Pcbp2/Picalm/Pkp4/Ppp1r9b/Prrt1/Psd/Ptprt/Pura/Rims1/Rpl12/Rpl14/Rpl18a/Rpl30/Rpl38/Rpl5/Rpl6/Rpl7/Rpl8/Rps13/Rps14/Rps18/Rps19/Rps25/Rps27/Rps3/Scn8a/Scrib/Shank1/Shank3/Slc30a1/Slc8a2/Srcin1/Syn2/Syngap1/Syt7",86
"GO:0000315","organellar large ribosomal subunit","28/2089","60/28804",1.09974898462886e-16,8.0281675877907e-14,1.83077121417748e-15,"Gadd45gip1/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Ndufab1",28
"GO:0005762","mitochondrial large ribosomal subunit","28/2089","60/28804",1.09974898462886e-16,8.0281675877907e-14,1.83077121417748e-15,"Gadd45gip1/Malsu1/Mrpl11/Mrpl12/Mrpl13/Mrpl14/Mrpl18/Mrpl20/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl27/Mrpl30/Mrpl32/Mrpl33/Mrpl34/Mrpl40/Mrpl41/Mrpl47/Mrpl51/Mrpl52/Mrpl53/Mrpl54/Mrpl55/Mrpl57/Mrpl58/Ndufab1",28
"GO:1990351","transporter complex","79/2089","395/28804",1.1480248221869e-16,8.38058120196439e-14,1.84288195140529e-15,"Akap9/Cacna1a/Cacna1c/Cacna1i/Cacng2/Cacng4/Cacng8/Calm1/Calm2/Calm3/COX1/Dlg4/Dmac1/Fxyd2/Grik3/Grin2d/Hcn2/Hcn4/Kcna2/Kcnb1/Kcnc1/Kcnc3/Kcng2/Kcng3/Kcnh2/Kcnmb3/Kcnmb4/Micu3/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Olfm1/Pde4d/Scn1b/Scn2b/Scn4b/Scn8a/Smdt1/Timm10/Timm10b/Timm13/Ttyh3/Unc80/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq/Vwc2",79
"GO:1902495","transmembrane transporter complex","76/2089","373/28804",1.49826219811703e-16,1.09373140462543e-13,2.32217044862421e-15,"Akap9/Cacna1a/Cacna1c/Cacna1i/Cacng2/Cacng4/Cacng8/Calm1/Calm2/Calm3/COX1/Dlg4/Dmac1/Fxyd2/Grik3/Grin2d/Hcn2/Hcn4/Kcna2/Kcnb1/Kcnc1/Kcnc3/Kcng2/Kcng3/Kcnh2/Kcnmb3/Kcnmb4/Micu3/ND1/ND4/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufab1/Ndufb10/Ndufb11/Ndufb2/Ndufb3/Ndufb4/Ndufb4b/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc1/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufv3/Olfm1/Pde4d/Scn1b/Scn2b/Scn4b/Scn8a/Smdt1/Ttyh3/Unc80/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq/Vwc2",76
"GO:0070069","cytochrome complex","22/2089","37/28804",2.47862141704206e-16,1.8093936344407e-13,3.7135836669367e-15,"AA467197/Coa6/COX1/COX2/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox6b1/Cox6c/Cox7a2/Cox7b/Cox7c/Cox8a/Ndufa4/Uqcc3/Uqcr10/Uqcr11/Uqcrb/Uqcrh/Uqcrq",22
"GO:0005751","mitochondrial respiratory chain complex IV","15/2089","20/28804",8.42685647508201e-14,6.15160522680987e-11,1.22182265360272e-12,"AA467197/COX1/COX2/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6a2/Cox6b1/Cox6c/Cox7a2/Cox7b/Cox7c/Cox8a/Ndufa4",15
"GO:0005689","U12-type spliceosomal complex","17/2089","27/28804",1.66974962837396e-13,1.21891722871299e-10,2.34533911617e-12,"Lsm7/Pdcd7/Phf5a/Sf3b5/Sf3b6/Snrnp25/Snrnp35/Snrpb/Snrpd1/Snrpd2/Snrpd3/Snrpe/Snrpf/Snrpg/Zcrb1/Zmat5/Zrsr2",17
